"序号","代码","名称","最新价","涨跌幅","60日涨跌幅","今开","市盈率(静)","总市值","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业","昨收","最高","最低","年初至今涨跌幅"
"10564","BBBY","3B家居11","31.710","-0.60%","12.41%","32.355","亏损","33.81亿","17.40%","33.85%","27.30%","67.25%","221.60%","专业零售","31.900","33.000","30.460","78.55%"

